,nse_symbol,screener_symbol,screener_url,nse_name,ticker_symbol
1754,GLOBALVECT,GLOBALVECT,https://www.screener.in/company/GLOBALVECT/,Global Vectra Helicorp Limited,GLOBALVECT
1755,MANAKALUCO,MANAKALUCO,https://www.screener.in/company/MANAKALUCO/,Manaksia Aluminium Company Limited,MANAKALUCO
1756,INCREDIBLE,INCREDIBLE,https://www.screener.in/company/INCREDIBLE/,INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE
1757,BLBLIMITED,BLBLIMITED,https://www.screener.in/company/BLBLIMITED/,BLB Limited,BLBLIMITED
1758,EROSMEDIA,EROSMEDIA,https://www.screener.in/company/EROSMEDIA/consolidated/,Eros International Media Limited,EROSMEDIA
1759,SUPREMEINF,SUPREMEINF,https://www.screener.in/company/SUPREMEINF/consolidated/,Supreme Infrastructure India Limited,SUPREMEINF
1760,SMARTLINK,SMARTLINK,https://www.screener.in/company/SMARTLINK/consolidated/,Smartlink Holdings Limited,SMARTLINK
1761,VITAL,VITAL,https://www.screener.in/company/VITAL/consolidated/,Vital Chemtech Limited,VITAL
1762,VISESHINFO,VISESHINFO,https://www.screener.in/company/VISESHINFO/consolidated/,Visesh Infotecnics Limited,VISESHINFO
1763,CADSYS,CADSYS,https://www.screener.in/company/CADSYS/consolidated/,Cadsys (India) Limited,CADSYS
1764,XELPMOC,XELPMOC,https://www.screener.in/company/XELPMOC/consolidated/,Xelpmoc Design And Tech Limited,XELPMOC
1765,SWASTIK,SWASTIK,https://www.screener.in/company/SWASTIK/,Swastik Pipe Limited,SWASTIK
1766,PRAENG,PRAENG,https://www.screener.in/company/PRAENG/consolidated/,Prajay Engineers Syndicate Limited,PRAENG
1767,MUKTAARTS,MUKTAARTS,https://www.screener.in/company/MUKTAARTS/consolidated/,Mukta Arts Limited,MUKTAARTS
1768,PARIN,PARIN,https://www.screener.in/company/PARIN/consolidated/,Parin Furniture Limited,PARIN
1769,VIVIANA,VIVIANA,https://www.screener.in/company/VIVIANA/,Viviana Power Tech Limited,VIVIANA
1770,UMANGDAIRY,UMANGDAIRY,https://www.screener.in/company/UMANGDAIRY/,Umang Dairies Limited,UMANGDAIRY
1771,BSL,BSL,https://www.screener.in/company/BSL/,BSL Limited,BSL
1772,MAHASTEEL,MAHASTEEL,https://www.screener.in/company/MAHASTEEL/,Mahamaya Steel Industries Limited,MAHASTEEL
1773,ARCHIDPLY,ARCHIDPLY,https://www.screener.in/company/ARCHIDPLY/consolidated/,Archidply Industries Limited,ARCHIDPLY
1774,CTE,CTE,https://www.screener.in/company/CTE/consolidated/,Cambridge Technology Enterprises Limited,CTE
1775,ARSHIYA,ARSHIYA,https://www.screener.in/company/ARSHIYA/consolidated/,Arshiya Limited,ARSHIYA
1776,AARTECH,AARTECH,https://www.screener.in/company/AARTECH/,Aartech Solonics Limited,AARTECH
1777,SALONA,SALONA,https://www.screener.in/company/SALONA/,Salona Cotspin Limited,SALONA
1778,LOVABLE,LOVABLE,https://www.screener.in/company/LOVABLE/,Lovable Lingerie Limited,LOVABLE
1779,CANARYS,CANARYS,https://www.screener.in/company/CANARYS/consolidated/,Canarys Automations Limited,CANARYS
1780,BAWEJA,BAWEJA,https://www.screener.in/company/BAWEJA/,Baweja Studios Limited,BAWEJA
1781,URBAN,URBAN,https://www.screener.in/company/URBAN/,Urban Enviro Waste Management Limited,URBAN
1782,BAGFILMS,BAGFILMS,https://www.screener.in/company/BAGFILMS/consolidated/,B.A.G Films and Media Limited,BAGFILMS
1783,ISFT,ISFT,https://www.screener.in/company/ISFT/consolidated/,Intrasoft Technologies Limited,ISFT
1784,KLL,KLL,https://www.screener.in/company/KLL/consolidated/,Kaushalya Logistics Limited,KLL
1785,GREENCHEF,GREENCHEF,https://www.screener.in/company/GREENCHEF/,Greenchef Appliances Limited,GREENCHEF
1786,IVP,IVP,https://www.screener.in/company/IVP/,IVP Limited,IVP
1787,WORTH,WORTH,https://www.screener.in/company/WORTH/consolidated/,Worth Peripherals Limited,WORTH
1788,SONAMLTD,SONAMLTD,https://www.screener.in/company/SONAMLTD/,SONAM LIMITED,SONAMLTD
1789,SUMIT,SUMIT,https://www.screener.in/company/SUMIT/consolidated/,Sumit Woods Limited,SUMIT
1790,TIRUPATIFL,TIRUPATIFL,https://www.screener.in/company/TIRUPATIFL/,Tirupati Forge Limited,TIRUPATIFL
1791,EMMBI,EMMBI,https://www.screener.in/company/EMMBI/,Emmbi Industries Limited,EMMBI
1792,ARVEE,ARVEE,https://www.screener.in/company/ARVEE/,Arvee Laboratories (India) Limited,ARVEE
1793,UNITEDTEA,UNITEDTEA,https://www.screener.in/company/UNITEDTEA/,The United Nilgiri Tea Estates Company Limited,UNITEDTEA
1794,UNIVASTU,UNIVASTU,https://www.screener.in/company/UNIVASTU/consolidated/,Univastu India Limited,UNIVASTU
1795,LLOYDS,LLOYDS,https://www.screener.in/company/LLOYDS/,Lloyds Luxuries Limited,LLOYDS
1796,SURANASOL,SURANASOL,https://www.screener.in/company/SURANASOL/,Surana Solar Limited,SURANASOL
1797,SOMICONVEY,SOMICONVEY,https://www.screener.in/company/SOMICONVEY/,Somi Conveyor Beltings Limited,SOMICONVEY
1798,KAKATCEM,KAKATCEM,https://www.screener.in/company/KAKATCEM/,Kakatiya Cement Sugar & Industries Limited,KAKATCEM
1799,SHIGAN,SHIGAN,https://www.screener.in/company/SHIGAN/,Shigan Quantum Technologies Limited,SHIGAN
1800,BHARATGEAR,BHARATGEAR,https://www.screener.in/company/BHARATGEAR/,Bharat Gears Limited,BHARATGEAR
1801,ONDOOR,ONDOOR,https://www.screener.in/company/ONDOOR/,On Door Concepts Limited,ONDOOR
1802,OILCOUNTUB,OILCOUNTUB,https://www.screener.in/company/OILCOUNTUB/,Oil Country Tubular Limited,OILCOUNTUB
1803,SPLIL,SPLIL,https://www.screener.in/company/SPLIL/,SPL Industries Limited,SPLIL
1804,CAPTRUST,CAPTRUST,https://www.screener.in/company/CAPTRUST/,Capital Trust Limited,CAPTRUST
1805,FIDEL,FIDEL,https://www.screener.in/company/FIDEL/,Fidel Softech Limited,FIDEL
1806,MDL,MDL,https://www.screener.in/company/MDL/consolidated/,Marvel Decor Limited,MDL
1808,VEEKAYEM,VEEKAYEM,https://www.screener.in/company/VEEKAYEM/,Veekayem Fashion and Apparels Limited,VEEKAYEM
1809,DYNAMIC,DYNAMIC,https://www.screener.in/company/DYNAMIC/consolidated/,Dynamic Services & Security Limited,DYNAMIC
1810,GILLANDERS,GILLANDERS,https://www.screener.in/company/GILLANDERS/consolidated/,Gillanders Arbuthnot & Company Limited,GILLANDERS
1811,CENTEXT,CENTEXT,https://www.screener.in/company/CENTEXT/,Century Extrusions Limited,CENTEXT
1812,SHRITECH,SHRITECH,https://www.screener.in/company/SHRITECH/,Shri Techtex Limited,SHRITECH
1813,TOTAL,TOTAL,https://www.screener.in/company/TOTAL/consolidated/,Total Transport Systems Limited,TOTAL
1814,MITCON,MITCON,https://www.screener.in/company/MITCON/consolidated/,MITCON Consultancy & Engineering Services Limited,MITCON
1815,ARHAM,ARHAM,https://www.screener.in/company/ARHAM/,Arham Technologies Limited,ARHAM
1816,TOUCHWOOD,TOUCHWOOD,https://www.screener.in/company/TOUCHWOOD/,Touchwood Entertainment Limited,TOUCHWOOD
1817,JOCIL,JOCIL,https://www.screener.in/company/JOCIL/,Jocil Limited,JOCIL
1818,VAISHALI,VAISHALI,https://www.screener.in/company/VAISHALI/,Vaishali Pharma Limited,VAISHALI
1819,FCONSUMER,FCONSUMER,https://www.screener.in/company/FCONSUMER/consolidated/,Future Consumer Limited,FCONSUMER
1820,DIGIDRIVE,DIGIDRIVE,https://www.screener.in/company/DIGIDRIVE/consolidated/,Digidrive Distributors Limited,DIGIDRIVE
1821,KEL,KEL,https://www.screener.in/company/KEL/,Kundan Edifice Limited,KEL
1822,CORALFINAC,CORALFINAC,https://www.screener.in/company/CORALFINAC/,Coral India Finance & Housing Limited,CORALFINAC
1823,ACCURACY,ACCURACY,https://www.screener.in/company/ACCURACY/consolidated/,Accuracy Shipping Limited,ACCURACY
1824,KALYANIFRG,KALYANIFRG,https://www.screener.in/company/KALYANIFRG/,Kalyani Forge Limited,KALYANIFRG
1825,NIRAJ,NIRAJ,https://www.screener.in/company/NIRAJ/,Niraj Cement Structurals Limited,NIRAJ
1826,SRIVASAVI,SRIVASAVI,https://www.screener.in/company/SRIVASAVI/,Srivasavi Adhesive Tapes Limited,SRIVASAVI
1827,IPSL,IPSL,https://www.screener.in/company/IPSL/,Integrated Personnel Services Limited,IPSL
1828,GTL,GTL,https://www.screener.in/company/GTL/,GTL Limited,GTL
1829,RELCHEMQ,RELCHEMQ,https://www.screener.in/company/RELCHEMQ/,Reliance Chemotex Industries Limited,RELCHEMQ
1830,INDIANCARD,INDIANCARD,https://www.screener.in/company/INDIANCARD/consolidated/,Indian Card Clothing Company Limited,INDIANCARD
1831,MANGALAM,MANGALAM,https://www.screener.in/company/MANGALAM/,Mangalam Drugs And Organics Limited,MANGALAM
1832,PALREDTEC,PALREDTEC,https://www.screener.in/company/PALREDTEC/consolidated/,Palred Technologies Limited,PALREDTEC
1833,SIL,SIL,https://www.screener.in/company/SIL/consolidated/,Standard Industries Limited,SIL
1834,LEMERITE,LEMERITE,https://www.screener.in/company/LEMERITE/,Le Merite Exports Limited,LEMERITE
1835,BALPHARMA,BALPHARMA,https://www.screener.in/company/BALPHARMA/consolidated/,Bal Pharma Limited,BALPHARMA
1836,KOHINOOR,KOHINOOR,https://www.screener.in/company/KOHINOOR/consolidated/,Kohinoor Foods Limited,KOHINOOR
1837,AKANKSHA,AKANKSHA,https://www.screener.in/company/AKANKSHA/,Akanksha Power and Infrastructure Limited,AKANKSHA
1838,RHFL,RHFL,https://www.screener.in/company/RHFL/,Reliance Home Finance Limited,RHFL
1839,LAMBODHARA,LAMBODHARA,https://www.screener.in/company/LAMBODHARA/,Lambodhara Textiles Limited,LAMBODHARA
1840,CUBEXTUB,CUBEXTUB,https://www.screener.in/company/CUBEXTUB/,Cubex Tubings Limited,CUBEXTUB
1841,GOLDKART,GOLDKART,https://www.screener.in/company/GOLDKART/,Goldkart Jewels Limited,GOLDKART
1842,AHLADA,AHLADA,https://www.screener.in/company/AHLADA/,Ahlada Engineers Limited,AHLADA
1843,BEARDSELL,BEARDSELL,https://www.screener.in/company/BEARDSELL/,Beardsell Limited,BEARDSELL
1844,IL&FSTRANS,IL&FSTRANS,https://www.screener.in/company/IL&FSTRANS/,IL&FS Transportation Networks Limited,SCRIP-210277
1845,HPIL,HPIL,https://www.screener.in/company/HPIL/,Hindprakash Industries Limited,HPIL
1846,PANSARI,PANSARI,https://www.screener.in/company/PANSARI/,Pansari Developers Limited,PANSARI
1847,AMJLAND,AMJLAND,https://www.screener.in/company/AMJLAND/consolidated/,Amj Land Holdings Limited,AMJLAND
1848,NOIDATOLL,NOIDATOLL,https://www.screener.in/company/NOIDATOLL/consolidated/,Noida Toll Bridge Company Limited,NOIDATOLL
1849,DBSTOCKBRO,DBSTOCKBRO,https://www.screener.in/company/DBSTOCKBRO/consolidated/,DB (International) Stock Brokers Limited,DBSTOCKBRO
1850,HOMESFY,HOMESFY,https://www.screener.in/company/HOMESFY/consolidated/,Homesfy Realty Limited,HOMESFY
1851,S&SPOWER,S&SPOWER,https://www.screener.in/company/S&SPOWER/consolidated/,S&S Power Switchgears Limited,SCRIP-117273IL&FSTRANS
1852,GRCL,GRCL,https://www.screener.in/company/GRCL/,Gayatri Rubbers And Chemicals Limited,GRCL
1853,PULZ,PULZ,https://www.screener.in/company/PULZ/consolidated/,Pulz Electronics Limited,PULZ
1854,AKI,AKI,https://www.screener.in/company/AKI/,AKI India Limited,AKI
1855,AGRITECH,AGRITECH,https://www.screener.in/company/AGRITECH/,Agri-Tech (India) Limited,AGRITECH
1856,DCM,DCM,https://www.screener.in/company/DCM/consolidated/,DCM  Limited,DCM
1857,PRAKASHSTL,PRAKASHSTL,https://www.screener.in/company/PRAKASHSTL/,Prakash Steelage Limited,PRAKASHSTL
1858,SOTAC,SOTAC,https://www.screener.in/company/SOTAC/consolidated/,Sotac Pharmaceuticals Limited,SOTAC
1859,SHRADHA,SHRADHA,https://www.screener.in/company/SHRADHA/consolidated/,Shradha Infraprojects Limited,SHRADHA
1860,MADHUSUDAN,MADHUSUDAN,https://www.screener.in/company/MADHUSUDAN/,Madhusudan Masala Limited,MADHUSUDAN
1861,JAINAM,JAINAM,https://www.screener.in/company/JAINAM/,Jainam Ferro Alloys (I) Limited,JAINAM
1862,FONEBOX,FONEBOX,https://www.screener.in/company/FONEBOX/,Fonebox Retail Limited,FONEBOX
1863,SUNDARAM,SUNDARAM,https://www.screener.in/company/SUNDARAM/,Sundaram Multi Pap Limited,SUNDARAM
1864,MRO-TEK,MRO-TEK,https://www.screener.in/company/MRO-TEK/consolidated/,MRO-TEK Realty Limited,MRO-TEK
1865,KREBSBIO,KREBSBIO,https://www.screener.in/company/KREBSBIO/,Krebs Biochemicals and Industries Limited,KREBSBIO
1866,KHFM,KHFM,https://www.screener.in/company/KHFM/consolidated/,Khfm Hospitality And Facility Management Services Limited,KHFM
1867,PASHUPATI,PASHUPATI,https://www.screener.in/company/PASHUPATI/,Pashupati Cotspin Limited,PASHUPATI
1868,DUCOL,DUCOL,https://www.screener.in/company/DUCOL/,Ducol Organics And Colours Limited,DUCOL
1869,AKSHOPTFBR,AKSHOPTFBR,https://www.screener.in/company/AKSHOPTFBR/consolidated/,Aksh Optifibre Limited,AKSHOPTFBR
1870,WIPL,WIPL,https://www.screener.in/company/WIPL/consolidated/,The Western India Plywoods Limited,WIPL
1871,PATINTLOG,PATINTLOG,https://www.screener.in/company/PATINTLOG/,Patel Integrated Logistics Limited,PATINTLOG
1872,IBLFL,IBLFL,https://www.screener.in/company/IBLFL/,IBL Finance Limited,IBLFL
1873,VR,VR,https://www.screener.in/company/VR/consolidated/,V R Infraspace Limited,VR
1874,GICL,GICL,https://www.screener.in/company/GICL/,Globe International Carriers Limited,GICL
1875,JHS,JHS,https://www.screener.in/company/JHS/consolidated/,JHS Svendgaard Laboratories Limited,JHS
1876,FLEXITUFF,FLEXITUFF,https://www.screener.in/company/FLEXITUFF/consolidated/,Flexituff Ventures International Limited,FLEXITUFF
1877,AUSOMENT,AUSOMENT,https://www.screener.in/company/AUSOMENT/consolidated/,Ausom Enterprise Limited,AUSOMENT
1878,DANGEE,DANGEE,https://www.screener.in/company/DANGEE/,Dangee Dums Limited,DANGEE
1879,DGCONTENT,DGCONTENT,https://www.screener.in/company/DGCONTENT/consolidated/,Digicontent Limited,DGCONTENT
1880,ARTNIRMAN,ARTNIRMAN,https://www.screener.in/company/ARTNIRMAN/,Art Nirman Limited,ARTNIRMAN
1881,SHAH,SHAH,https://www.screener.in/company/SHAH/consolidated/,Shah Metacorp Limited,SHAH
1882,SECURKLOUD,SECURKLOUD,https://www.screener.in/company/SECURKLOUD/consolidated/,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD
1883,SURYALAXMI,SURYALAXMI,https://www.screener.in/company/SURYALAXMI/,Suryalakshmi Cotton Mills Limited,SURYALAXMI
1884,BVCL,BVCL,https://www.screener.in/company/BVCL/consolidated/,Barak Valley Cements Limited,BVCL
1885,GOYALALUM,GOYALALUM,https://www.screener.in/company/GOYALALUM/,Goyal Aluminiums Limited,GOYALALUM
1886,TRANSTEEL,TRANSTEEL,https://www.screener.in/company/TRANSTEEL/,Transteel Seating Technologies Limited,TRANSTEEL
1887,BHANDARI,BHANDARI,https://www.screener.in/company/BHANDARI/,Bhandari Hosiery Exports Limited,BHANDARI
1888,PARTYCRUS,PARTYCRUS,https://www.screener.in/company/PARTYCRUS/,Party Cruisers Limited,PARTYCRUS
1889,MOTOGENFIN,MOTOGENFIN,https://www.screener.in/company/MOTOGENFIN/consolidated/,The Motor & General Finance Limited,MOTOGENFIN
1890,PALASHSECU,PALASHSECU,https://www.screener.in/company/PALASHSECU/consolidated/,Palash Securities Limited,PALASHSECU
1891,ANIKINDS,ANIKINDS,https://www.screener.in/company/ANIKINDS/consolidated/,Anik Industries Limited,ANIKINDS
1892,SHAHALLOYS,SHAHALLOYS,https://www.screener.in/company/SHAHALLOYS/consolidated/,Shah Alloys Limited,SHAHALLOYS
1893,TAINWALCHM,TAINWALCHM,https://www.screener.in/company/TAINWALCHM/,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM
1894,SUVIDHAA,SUVIDHAA,https://www.screener.in/company/SUVIDHAA/,Suvidhaa Infoserve Limited,SUVIDHAA
1895,LOTUSEYE,LOTUSEYE,https://www.screener.in/company/LOTUSEYE/,Lotus Eye Hospital and Institute Limited,LOTUSEYE
1896,GANGESSECU,GANGESSECU,https://www.screener.in/company/GANGESSECU/consolidated/,Ganges Securities Limited,GANGESSECU
1897,AGNI,AGNI,https://www.screener.in/company/AGNI/,Agni Green Power Limited,AGNI
1898,SIKKO,SIKKO,https://www.screener.in/company/SIKKO/,Sikko Industries Limited,SIKKO
1899,AMDIND,AMDIND,https://www.screener.in/company/AMDIND/,AMD Industries Limited,AMDIND
1900,STEELCITY,STEELCITY,https://www.screener.in/company/STEELCITY/consolidated/,Steel City Securities Limited,STEELCITY
1901,TPHQ,TPHQ,https://www.screener.in/company/TPHQ/,Teamo Productions HQ Limited,TPHQ
1902,GLOBE,GLOBE,https://www.screener.in/company/GLOBE/consolidated/,Globe Textiles (India) Limited,GLOBE
1904,SOMATEX,SOMATEX,https://www.screener.in/company/SOMATEX/,Soma Textiles & Industries Limited,SOMATEX
1905,AAREYDRUGS,AAREYDRUGS,https://www.screener.in/company/AAREYDRUGS/,Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS
1906,QUICKTOUCH,QUICKTOUCH,https://www.screener.in/company/QUICKTOUCH/,Quicktouch Technologies Limited,QUICKTOUCH
1907,LASA,LASA,https://www.screener.in/company/LASA/,Lasa Supergenerics Limited,LASA
1908,ZENITHDRUG,ZENITHDRUG,https://www.screener.in/company/ZENITHDRUG/,Zenith Drugs Limited,ZENITHDRUG
1909,ZENITHSTL,ZENITHSTL,https://www.screener.in/company/ZENITHSTL/consolidated/,Zenith Steel Pipes & Industries Limited,ZENITHSTL
1910,LPDC,LPDC,https://www.screener.in/company/LPDC/,Landmark Property Development Company Limited,LPDC
1911,NIRMAN,NIRMAN,https://www.screener.in/company/NIRMAN/,Nirman Agri Genetics Limited,NIRMAN
1912,NAGREEKEXP,NAGREEKEXP,https://www.screener.in/company/NAGREEKEXP/,Nagreeka Exports Limited,NAGREEKEXP
1913,AVROIND,AVROIND,https://www.screener.in/company/AVROIND/,AVRO INDIA LIMITED,AVROIND
1914,ALKALI,ALKALI,https://www.screener.in/company/ALKALI/,Alkali Metals Limited,ALKALI
1915,AAATECH,AAATECH,https://www.screener.in/company/AAATECH/,AAA Technologies Limited,AAATECH
1916,CINEVISTA,CINEVISTA,https://www.screener.in/company/CINEVISTA/consolidated/,Cinevista Limited,CINEVISTA
1917,ENERGYDEV,ENERGYDEV,https://www.screener.in/company/ENERGYDEV/consolidated/,Energy Development Company Limited,ENERGYDEV
1918,ATALREAL,ATALREAL,https://www.screener.in/company/ATALREAL/,Atal Realtech Limited,ATALREAL
1919,GROBTEA,GROBTEA,https://www.screener.in/company/GROBTEA/,The Grob Tea Company Limited,GROBTEA
1920,SIMBHALS,SIMBHALS,https://www.screener.in/company/SIMBHALS/,Simbhaoli Sugars Limited,SIMBHALS
1921,GLOBALPET,GLOBALPET,https://www.screener.in/company/GLOBALPET/,Global Pet Industries Limited,GLOBALPET
1922,BANKA,BANKA,https://www.screener.in/company/BANKA/consolidated/,Banka BioLoo Limited,BANKA
1923,PIONEEREMB,PIONEEREMB,https://www.screener.in/company/PIONEEREMB/consolidated/,Pioneer Embroideries Limited,PIONEEREMB
1924,KEYFINSERV,KEYFINSERV,https://www.screener.in/company/KEYFINSERV/consolidated/,Keynote Financial Services Limited,KEYFINSERV
1925,PKTEA,PKTEA,https://www.screener.in/company/PKTEA/,The Peria Karamalai Tea & Produce Company Limited,PKTEA
1926,DELTAMAGNT,DELTAMAGNT,https://www.screener.in/company/DELTAMAGNT/consolidated/,Delta Manufacturing Limited,DELTAMAGNT
1927,ARCHIES,ARCHIES,https://www.screener.in/company/ARCHIES/,Archies Limited,ARCHIES
1928,MAHICKRA,MAHICKRA,https://www.screener.in/company/MAHICKRA/,Mahickra Chemicals Limited,MAHICKRA
1929,OBCL,OBCL,https://www.screener.in/company/OBCL/consolidated/,Orissa Bengal Carrier Limited,OBCL
1930,SAIFL,SAIFL,https://www.screener.in/company/SAIFL/,Sameera Agro And Infra Limited,SAIFL
1931,INDSWFTLTD,INDSWFTLTD,https://www.screener.in/company/INDSWFTLTD/,Ind-Swift Limited,INDSWFTLTD
1932,BIOFILCHEM,BIOFILCHEM,https://www.screener.in/company/BIOFILCHEM/,Biofil Chemicals & Pharmaceuticals Limited,BIOFILCHEM
1933,VINNY,VINNY,https://www.screener.in/company/VINNY/,Vinny Overseas Limited,VINNY
1934,SAMBHAAV,SAMBHAAV,https://www.screener.in/company/SAMBHAAV/consolidated/,Sambhaav Media Limited,SAMBHAAV
1935,DAMODARIND,DAMODARIND,https://www.screener.in/company/DAMODARIND/,Damodar Industries Limited,DAMODARIND
1936,GANGAFORGE,GANGAFORGE,https://www.screener.in/company/GANGAFORGE/,Ganga Forging Limited,GANGAFORGE
1937,MHHL,MHHL,https://www.screener.in/company/MHHL/,Mohini Health & Hygiene Limited,MHHL
1938,VASWANI,VASWANI,https://www.screener.in/company/VASWANI/,Vaswani Industries Limited,VASWANI
1939,HISARMETAL,HISARMETAL,https://www.screener.in/company/HISARMETAL/,Hisar Metal Industries Limited,HISARMETAL
1940,PARASPETRO,PARASPETRO,https://www.screener.in/company/PARASPETRO/,Paras Petrofils Limited,PARASPETRO
1941,SECMARK,SECMARK,https://www.screener.in/company/SECMARK/consolidated/,SecMark Consultancy Limited,SECMARK
1942,CELEBRITY,CELEBRITY,https://www.screener.in/company/CELEBRITY/,Celebrity Fashions Limited,CELEBRITY
1943,PRESSTONIC,PRESSTONIC,https://www.screener.in/company/PRESSTONIC/,Presstonic Engineering Limited,PRESSTONIC
1944,SYNOPTICS,SYNOPTICS,https://www.screener.in/company/SYNOPTICS/consolidated/,Synoptics Technologies Limited,SYNOPTICS
1945,YAARI,YAARI,https://www.screener.in/company/YAARI/consolidated/,Yaari Digital Integrated Services Limited,YAARI
1946,AAKASH,AAKASH,https://www.screener.in/company/AAKASH/,Aakash Exploration Services Limited,AAKASH
1947,REGENCERAM,REGENCERAM,https://www.screener.in/company/REGENCERAM/,Regency Ceramics Limited,REGENCERAM
1948,TOKYOPLAST,TOKYOPLAST,https://www.screener.in/company/TOKYOPLAST/,Tokyo Plast International Limited,TOKYOPLAST
1949,ZENITHEXPO,ZENITHEXPO,https://www.screener.in/company/ZENITHEXPO/,Zenith Exports Limited,ZENITHEXPO
1950,MOKSH,MOKSH,https://www.screener.in/company/MOKSH/,Moksh Ornaments Limited,MOKSH
1951,DOLLEX,DOLLEX,https://www.screener.in/company/DOLLEX/,Dollex Agrotech Limited,DOLLEX
1952,ARABIAN,ARABIAN,https://www.screener.in/company/ARABIAN/,Arabian Petroleum Limited,ARABIAN
1953,TREEHOUSE,TREEHOUSE,https://www.screener.in/company/TREEHOUSE/,Tree House Education & Accessories Limited,TREEHOUSE
1954,DEEM,DEEM,https://www.screener.in/company/DEEM/,Deem Roll Tech Limited,DEEM
1955,ARIHANTACA,ARIHANTACA,https://www.screener.in/company/ARIHANTACA/,Arihant Academy Limited,ARIHANTACA
1956,ASTRON,ASTRON,https://www.screener.in/company/ASTRON/,Astron Paper & Board Mill Limited,ASTRON
1957,PANACHE,PANACHE,https://www.screener.in/company/PANACHE/consolidated/,Panache Digilife Limited,PANACHE
1958,PRITIKA,PRITIKA,https://www.screener.in/company/PRITIKA/consolidated/,Pritika Engineering Components Limited,PRITIKA
1959,SAMPANN,SAMPANN,https://www.screener.in/company/SAMPANN/consolidated/,Sampann Utpadan India Limited,SAMPANN
1960,ENFUSE,ENFUSE,https://www.screener.in/company/ENFUSE/,Enfuse Solutions Limited,ENFUSE
1961,MCL,MCL,https://www.screener.in/company/MCL/,Madhav Copper Limited,MCL
1962,FIBERWEB,FIBERWEB,https://www.screener.in/company/FIBERWEB/,Fiberweb (India) Limited,FIBERWEB
1963,PROLIFE,PROLIFE,https://www.screener.in/company/PROLIFE/,Prolife Industries Limited,PROLIFE
1964,PRECISION,PRECISION,https://www.screener.in/company/PRECISION/,Precision Metaliks Limited,PRECISION
1965,BABAFP,BABAFP,https://www.screener.in/company/BABAFP/consolidated/,Baba Food Processing (India) Limited,BABAFP
1966,AUROIMPEX,AUROIMPEX,https://www.screener.in/company/AUROIMPEX/,Auro Impex  & Chemicals Limited,AUROIMPEX
1967,PRAMARA,PRAMARA,https://www.screener.in/company/PRAMARA/consolidated/,Pramara Promotions Limited,PRAMARA
1968,PENTAGON,PENTAGON,https://www.screener.in/company/PENTAGON/,Pentagon Rubber Limited,PENTAGON
1969,MAL,MAL,https://www.screener.in/company/MAL/,Mangalam Alloys Limited,MAL
1970,PIGL,PIGL,https://www.screener.in/company/PIGL/,Power & Instrumentation (Gujarat) Limited,PIGL
1971,RCDL,RCDL,https://www.screener.in/company/RCDL/,Rajgor Castor Derivatives Limited,RCDL
1972,MBECL,MBECL,https://www.screener.in/company/MBECL/consolidated/,Mcnally Bharat Engineering Company Limited,MBECL
1973,SETCO,SETCO,https://www.screener.in/company/SETCO/consolidated/,Setco Automotive Limited,SETCO
1974,HOLMARC,HOLMARC,https://www.screener.in/company/HOLMARC/,Holmarc Opto-Mechatronics Limited,HOLMARC
1975,TIMESGTY,TIMESGTY,https://www.screener.in/company/TIMESGTY/,Times Guaranty Limited,TIMESGTY
1976,MAITREYA,MAITREYA,https://www.screener.in/company/MAITREYA/consolidated/,Maitreya Medicare Limited,MAITREYA
1977,NIBL,NIBL,https://www.screener.in/company/NIBL/,NRB Industrial Bearings Limited,NIBL
1978,SIGNORIA,SIGNORIA,https://www.screener.in/company/SIGNORIA/,Signoria Creation Limited,SIGNORIA
1979,KARMAENG,KARMAENG,https://www.screener.in/company/KARMAENG/,Karma Energy Limited,KARMAENG
1980,AVSL,AVSL,https://www.screener.in/company/AVSL/,AVSL Industries Limited,AVSL
1981,VELS,VELS,https://www.screener.in/company/VELS/consolidated/,Vels Film International Limited,VELS
1982,LATTEYS,LATTEYS,https://www.screener.in/company/LATTEYS/,Latteys Industries Limited,LATTEYS
1983,PNC,PNC,https://www.screener.in/company/PNC/consolidated/,Pritish Nandy Communications Limited,PNC
1984,MONOPHARMA,MONOPHARMA,https://www.screener.in/company/MONOPHARMA/consolidated/,Mono Pharmacare Limited,MONOPHARMA
1985,VERTEXPLUS,VERTEXPLUS,https://www.screener.in/company/VERTEXPLUS/consolidated/,Vertexplus Technologies Limited,VERTEXPLUS
1986,MVKAGRO,MVKAGRO,https://www.screener.in/company/MVKAGRO/,M.V.K. Agro Food Product Limited,MVKAGRO
1987,SVPGLOB,SVPGLOB,https://www.screener.in/company/SVPGLOB/consolidated/,SVP GLOBAL TEXTILES LIMITED,SVPGLOB
1988,DIL,DIL,https://www.screener.in/company/DIL/,Debock Industries Limited,DIL
1989,BALKRISHNA,BALKRISHNA,https://www.screener.in/company/BALKRISHNA/,Balkrishna Paper Mills Limited,BALKRISHNA
1990,MARCO,MARCO,https://www.screener.in/company/MARCO/,Marco Cables & Conductors Limited,MARCO
1991,ORIENTLTD,ORIENTLTD,https://www.screener.in/company/ORIENTLTD/,Orient Press Limited,ORIENTLTD
